RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,ChurnProbability,ChurnPrediction,RiskLevel
8283,105641,Miller,513,Germany,Male,30,7,"67219,3011432209",2,1,0,"159748,3211431789",0,"0,1608332608",0,Low Risk
8284,101129,Johnson,576,France,Male,45,1,"76220,7682811429",2,0,0,"31228,7772403357",1,"0,6621309194",1,High Risk
8285,101702,Garcia,845,France,Female,52,10,"62596,1135683436",4,1,0,"129156,2803374820",1,"0,8540192217",1,High Risk
8286,102001,Miller,750,France,Male,43,8,"308172,0732237740",2,0,1,"115976,8308283616",1,"0,3564395056",0,Medium Risk
8287,106912,Williams,650,Germany,Female,44,0,"84719,6430508371",1,1,0,"199747,6265092938",1,"0,7888132305",1,High Risk
8288,103878,Brown,652,Spain,Female,46,6,"366466,5107235304",1,1,1,"109218,6897263795",1,"0,6125487019",1,High Risk
8289,107232,Johnson,432,France,Male,29,1,"16644,8067662571",3,1,1,"130978,7888171107",0,"0,0306688245",0,Low Risk
8290,109998,Williams,780,Spain,Male,29,7,"245561,2648493321",2,1,1,"147328,0675540633",0,"0,0447414034",0,Low Risk
8291,106331,Davis,604,France,Female,50,7,"80502,0777108008",1,1,1,"148278,9457541588",1,"0,8005096064",1,High Risk
8292,106035,Smith,569,Spain,Female,29,3,"35117,0781343437",1,1,0,"131731,4839258536",0,"0,1538692371",0,Low Risk
8293,106523,Davis,724,France,Male,43,7,"136940,3872502108",2,0,1,"159414,3443331054",0,"0,3655708737",0,Medium Risk
8294,108111,Williams,587,Germany,Male,19,4,"81252,1337937429",4,1,0,"149530,0538646448",0,"0,0113673476",0,Low Risk
8295,108736,Jones,467,Spain,Male,35,8,"85725,8922631408",1,0,1,"80952,6351163048",0,"0,1989646772",0,Low Risk
8296,102401,Jones,690,Germany,Male,61,0,"18866,8528454539",3,1,0,"34428,5560506082",1,"0,9806964956",1,High Risk
8297,109481,Brown,498,Spain,Female,42,4,"113924,7910086303",2,1,1,"181735,2312914548",0,"0,3526096555",0,Medium Risk
8298,108974,Davis,644,France,Male,56,8,"34833,7901528699",3,1,0,"13421,3650980812",0,"0,9420871201",1,High Risk
8299,100539,Garcia,681,Spain,Male,64,5,"43969,0236711311",1,0,1,"49956,4325974950",1,"0,9805576308",1,High Risk
8300,105615,Brown,622,Spain,Female,52,3,"237061,1281867409",1,1,1,"115211,3466580478",0,"0,8261120697",1,High Risk
8301,102956,Miller,622,France,Male,45,0,"19783,9155312228",1,1,1,"159978,1013599196",0,"0,5563109240",1,Medium Risk
8302,108077,Garcia,805,France,Female,37,9,"217723,2338469543",2,1,0,"51825,1513325348",0,"0,4556775875",0,Medium Risk
8303,103722,Garcia,806,Spain,Male,35,5,"69398,3645420977",1,1,1,"131185,1993879584",0,"0,2259433952",0,Low Risk
8304,105087,Garcia,558,France,Male,34,10,"19663,5763112144",4,1,1,"82803,5053268199",0,"0,0759256507",0,Low Risk
8305,106460,Garcia,590,France,Male,55,6,"166918,1868755428",2,1,0,"12228,5832532068",1,"0,9406198257",1,High Risk
8306,102170,Jones,596,Germany,Female,42,6,"105698,1093370146",4,0,1,"146320,2129415281",0,"0,2533777239",0,Low Risk
8307,103391,Davis,646,France,Male,51,8,"42590,3417517546",1,1,1,"129335,7906906110",1,"0,8088058447",1,High Risk
8308,106942,Miller,641,Spain,Female,63,3,"35771,2729628806",3,1,1,"22039,2119625780",1,"0,9596640601",1,High Risk
8309,101616,Jones,821,France,Male,67,3,"54635,4574209989",3,1,1,"175409,9176600462",1,"0,9781217695",1,High Risk
8310,109108,Johnson,631,France,Male,49,4,"14642,9604789026",2,1,0,"43659,3826169718",1,"0,8571114008",1,High Risk
8311,106458,Miller,546,Germany,Male,49,8,"165678,8915718225",1,0,0,"163126,5793083628",1,"0,8950024922",1,High Risk
8312,102756,Jones,591,Germany,Female,36,1,"32663,9670937336",2,0,0,"87373,5586917570",0,"0,4347665011",0,Medium Risk
8313,106853,Brown,687,Spain,Male,53,3,"175369,7079393528",1,1,1,"52686,8539064183",1,"0,8543166319",1,High Risk
8314,107709,Jones,624,Germany,Male,26,8,"131417,2650336274",4,1,0,"121884,6056952577",0,"0,0441624537",0,Low Risk
8315,101936,Miller,681,France,Male,40,5,"284448,1847728414",4,1,1,"96575,9258303461",0,"0,1935797808",0,Low Risk
8316,103091,Miller,625,Germany,Female,23,5,"10440,6941919893",2,1,1,"181236,8868424976",0,"0,0194627038",0,Low Risk
8317,100968,Brown,722,Spain,Female,19,6,"42952,5078455029",4,1,1,"132956,2787919024",1,"0,0037407693",0,Low Risk
8318,107297,Smith,641,Spain,Male,43,4,"97785,8067414129",3,1,1,"166139,3856635698",0,"0,3215024559",0,Medium Risk
8319,103203,Davis,528,Germany,Female,24,3,"195599,7637686574",2,1,1,"19515,3670234465",0,"0,0192373777",0,Low Risk
8320,106499,Miller,615,Germany,Female,30,10,"16916,3535539421",4,0,1,"101143,9886745473",0,"0,0375524173",0,Low Risk
8321,105173,Jones,850,France,Male,45,2,"197615,2356950574",1,1,1,"72896,4351246368",0,"0,5439014869",1,Medium Risk
8322,100889,Brown,773,Spain,Female,53,1,"6932,3705250661",2,0,1,"41690,3813188259",1,"0,8095514101",1,High Risk
8323,108984,Garcia,533,Spain,Female,68,6,"64313,2728617533",3,1,1,"195136,5401513902",1,"0,9835981243",1,High Risk
8324,109173,Davis,827,France,Female,18,4,"8822,4006556903",1,0,0,"141565,3932026643",0,"0,0186326546",0,Low Risk
8325,107382,Miller,663,Germany,Female,26,0,"16236,6260649879",3,1,1,"69815,1096206186",0,"0,0246766658",0,Low Risk
8326,103531,Davis,601,Germany,Male,18,3,"149130,0191700128",1,1,0,"92836,9167161739",0,"0,0241031893",0,Low Risk
8327,100801,Davis,621,France,Female,19,8,"1880,6780972766",1,1,1,"108812,6206751864",0,"0,0095642276",0,Low Risk
8328,108234,Williams,655,Germany,Male,46,7,"81049,9045552227",3,1,0,"14447,3489045962",1,"0,7554381527",1,High Risk
8329,103349,Davis,758,France,Male,38,10,"10347,5517955104",1,1,1,"157467,5003639557",0,"0,3618985381",0,Medium Risk
8330,108005,Garcia,669,Germany,Male,18,6,"166739,2709548691",2,0,0,"163718,1527824388",0,"0,0142145323",0,Low Risk
8331,109969,Johnson,683,France,Male,43,4,"165113,0038115945",4,1,1,"148403,3852868679",0,"0,2436445137",0,Low Risk
8332,103201,Davis,771,France,Female,62,0,"121331,7164236683",1,0,1,"82614,9260597463",0,"0,9664096697",1,High Risk
8333,100349,Miller,610,France,Female,23,4,"141033,4561296457",2,0,1,"30335,0584508469",0,"0,0122794355",0,Low Risk
8334,109759,Brown,680,France,Male,45,7,"89349,5088212150",1,1,1,"12518,3835321523",0,"0,5895184657",1,Medium Risk
8335,109321,Garcia,693,France,Female,62,3,"66454,2500588983",3,0,0,"93802,5526564886",1,"0,9780185619",1,High Risk
8336,109972,Jones,663,Spain,Female,25,4,"52787,5727499113",2,1,1,"190512,5680390172",0,"0,0223392877",0,Low Risk
8337,100583,Jones,699,France,Male,37,7,"108268,9775400487",1,1,0,"99370,2249015695",1,"0,5320330944",1,Medium Risk
8338,103377,Miller,580,Spain,Male,18,4,"48256,0660504217",3,1,0,"180811,7489571863",0,"0,0094799774",0,Low Risk
8339,106028,Smith,747,Germany,Male,59,3,"279,5983360550",1,1,1,"123683,1016146626",1,"0,9631495453",1,High Risk
8340,107694,Williams,594,Spain,Female,45,10,"10619,3686167880",2,1,0,"128662,9500733365",0,"0,7795383012",1,High Risk
8341,106196,Miller,695,France,Male,29,3,"105502,2618322163",2,1,1,"162650,3825861448",0,"0,0431128150",0,Low Risk
8342,107083,Brown,671,France,Male,36,5,"45400,6369001511",4,1,0,"65873,5254536771",0,"0,2607063301",0,Low Risk
8343,103401,Garcia,581,Germany,Female,53,9,"456134,7091491459",1,1,0,"111375,9434764146",1,"0,9521363686",1,High Risk
8344,103185,Williams,812,Germany,Male,18,0,"43683,1533079630",2,1,1,"28728,4366311671",0,"0,0071192456",0,Low Risk
8345,105285,Smith,821,France,Female,26,3,"11476,4992901791",3,1,1,"191528,2704326340",0,"0,0193797948",0,Low Risk
8346,109354,Miller,557,France,Female,42,0,"39806,5191879549",2,1,1,"198953,7297051481",1,"0,3245565736",0,Medium Risk
8347,106772,Johnson,729,France,Male,52,5,"116107,0194034657",1,1,1,"119031,1448703940",0,"0,8262673355",1,High Risk
8348,108490,Williams,637,France,Male,45,7,"75136,1372554428",2,1,1,"185229,9390631426",1,"0,4954766840",0,Medium Risk
8349,103347,Smith,582,France,Male,18,3,"94236,6882684622",2,1,1,"168966,0487410665",0,"0,0050139257",0,Low Risk
8350,100788,Miller,686,Germany,Male,53,7,"11792,4683985734",4,1,0,"110625,4390055252",0,"0,8974325943",1,High Risk
8351,104945,Davis,733,Germany,Female,56,1,"175435,6669316070",2,1,0,"128485,2138249496",1,"0,9618778464",1,High Risk
8352,102889,Miller,666,Spain,Male,54,4,"232674,6460817268",1,1,0,"148952,1708022995",1,"0,9472610919",1,High Risk
8353,109569,Brown,613,France,Male,39,2,"15706,3235515944",1,0,1,"74041,2563560424",1,"0,3372528664",0,Medium Risk
8354,105273,Miller,782,Germany,Female,30,6,"98386,4967682142",2,1,1,"69917,1333755793",0,"0,0760558847",0,Low Risk
8355,103272,Johnson,786,France,Male,60,8,"26105,9726955715",2,1,1,"167720,8859820353",1,"0,9490630763",1,High Risk
8356,109069,Miller,581,France,Male,31,0,"20122,7082848483",2,1,0,"47137,9264961664",0,"0,1938994433",0,Low Risk
8357,105234,Jones,659,Germany,Female,41,7,"22886,9981563430",3,0,1,"56111,4644667390",1,"0,2923189013",0,Low Risk
8358,109769,Smith,492,Spain,Male,52,3,"73672,3146113333",1,1,0,"123177,7628410545",1,"0,9269931515",1,High Risk
8359,106902,Davis,733,Spain,Female,58,9,"217068,1662425858",1,1,1,"86452,1814035339",1,"0,9479967031",1,High Risk
8360,107612,Jones,782,Spain,Male,28,10,"170707,4634693669",1,0,1,"36293,2394088573",0,"0,0483529201",0,Low Risk
8361,102492,Miller,688,France,Male,58,4,"15476,4852605668",1,1,1,"196958,2653258177",1,"0,9410844685",1,High Risk
8362,106745,Johnson,546,France,Female,30,0,"71318,6261241550",3,1,0,"100749,9011943556",0,"0,0937577663",0,Low Risk
8363,109574,Smith,811,Spain,Female,51,4,"16356,0219043165",1,1,0,"199791,5055725322",1,"0,9264247287",1,High Risk
8364,104240,Smith,850,Germany,Male,48,8,"57633,9719722237",4,1,0,"96622,0190920020",1,"0,7779156269",1,High Risk
8365,102322,Miller,606,France,Male,40,7,"82673,7676280745",2,0,0,"159513,0290801496",0,"0,5565897562",1,Medium Risk
8366,105298,Johnson,694,France,Female,18,7,"166907,6571934835",1,1,1,"144201,9733929248",0,"0,0072317088",0,Low Risk
8367,101861,Brown,731,Spain,Male,23,5,"197547,2232784121",2,1,1,"73040,3767840803",0,"0,0138518314",0,Low Risk
8368,106620,Davis,728,Spain,Male,53,8,"2809,0813401016",1,0,1,"27274,1994606034",1,"0,8639159068",1,High Risk
8369,104047,Smith,654,France,Male,45,3,"116865,5193658408",3,1,0,"40164,6460863931",1,"0,6389703933",1,High Risk
8370,107581,Davis,829,Spain,Male,47,5,"52790,2333395208",3,0,1,"18790,1857489700",1,"0,4993045641",0,Medium Risk
8371,107320,Johnson,493,Spain,Male,34,2,"68310,5354282003",4,1,0,"135389,4893702827",0,"0,1752517294",0,Low Risk
8372,101098,Williams,494,France,Male,33,1,"25082,6903781061",3,1,0,"23932,4936270457",1,"0,1915705256",0,Low Risk
8373,105247,Jones,648,France,Female,46,8,"3487,0627572242",3,0,0,"67366,5417205004",0,"0,7058297847",1,High Risk
8374,101734,Smith,824,Germany,Male,34,4,"180417,7560967127",3,1,0,"33174,0435668679",0,"0,2744953863",0,Low Risk
8375,104663,Williams,765,France,Male,45,10,"26218,0713275933",1,1,1,"121527,1003035131",0,"0,6175879717",1,High Risk
8376,105909,Smith,500,Spain,Male,21,1,"212274,5990277898",2,1,0,"143757,4605946011",0,"0,0226412846",0,Low Risk
8377,103416,Brown,850,Spain,Male,40,4,"7225,0381932579",4,1,1,"95523,2093589701",0,"0,2243641110",0,Low Risk
8378,106302,Miller,705,France,Female,28,5,"52497,9691427433",2,1,1,"192062,6164400086",0,"0,0395527007",0,Low Risk
8379,107593,Johnson,534,Spain,Male,42,7,"135613,6965036388",4,1,1,"62262,7422193524",0,"0,2152622402",0,Low Risk
8380,100680,Smith,640,Germany,Male,22,4,"29671,9540872312",4,0,0,"198514,4229674064",0,"0,0178222133",0,Low Risk
8381,108163,Johnson,746,France,Male,58,1,"342385,5360720165",1,0,0,"121823,1846383495",1,"0,9681737376",1,High Risk
8382,102070,Garcia,775,Spain,Female,18,6,"101472,0617335181",2,1,1,"173691,7785006589",0,"0,0057878382",0,Low Risk
8383,106668,Smith,643,Germany,Male,54,4,"24512,3751507852",2,1,1,"34187,9638186488",1,"0,8715498834",1,High Risk
8384,108001,Brown,702,Germany,Male,34,10,"157799,7392649136",2,1,1,"196914,2371423941",1,"0,1754842460",0,Low Risk
8385,109921,Brown,637,France,Female,48,1,"417130,9024757843",4,1,0,"153840,7426224290",0,"0,6605081591",1,High Risk
8386,102191,Miller,643,Germany,Female,45,5,"28647,4184329350",4,1,0,"123616,4796327286",1,"0,6603890938",1,High Risk
8387,108859,Miller,722,France,Female,31,10,"172881,2184841761",4,1,0,"12497,2884033527",0,"0,1124086055",0,Low Risk
8388,109804,Williams,794,France,Female,32,6,"378381,3855080519",1,0,1,"12375,0847375089",0,"0,0929966464",0,Low Risk
8389,107586,Brown,536,France,Female,54,7,"24939,8741327696",4,0,1,"43404,2161427906",0,"0,7111166524",1,High Risk
8390,108872,Johnson,626,Germany,Male,41,2,"26726,4714171253",1,0,1,"88303,0059667573",0,"0,4085867928",0,Medium Risk
8391,109164,Garcia,589,France,Male,34,10,"126270,9447037819",2,1,0,"67332,7371278622",0,"0,3149105350",0,Medium Risk
8392,102846,Davis,549,France,Male,33,3,"300900,1833548978",1,1,1,"171681,5233180533",0,"0,1206465759",0,Low Risk
8393,102463,Brown,544,France,Female,35,5,"118834,7263279235",3,1,1,"153156,1135841057",0,"0,1143577869",0,Low Risk
8394,106837,Smith,652,Spain,Female,63,2,"70241,7533872511",3,1,1,"179630,6019050339",1,"0,9562938334",1,High Risk
8395,104922,Davis,542,France,Male,61,10,"11118,7992216022",2,0,0,"82035,2967764562",1,"0,9811667273",1,High Risk
8396,104392,Davis,539,Germany,Female,64,5,"258197,1058676558",3,1,0,"159813,4684364769",1,"0,9877855977",1,High Risk
8397,103183,Brown,632,France,Female,63,8,"7160,4266047886",4,1,1,"170360,9843669842",1,"0,9468141749",1,High Risk
8398,103167,Garcia,552,Germany,Female,28,4,"23766,9535745071",3,1,0,"199443,8242876632",0,"0,0866191604",0,Low Risk
8399,102997,Johnson,700,Spain,Male,40,1,"59919,7437989402",1,1,1,"157971,4662113881",0,"0,4219403768",0,Medium Risk
8400,106521,Smith,602,France,Female,30,9,"69439,2317507038",4,1,0,"173360,7091359692",1,"0,0812419679",0,Low Risk
8401,103227,Williams,530,France,Male,52,1,"5675,9275312690",3,1,1,"68834,7555760973",0,"0,6887210673",1,High Risk
8402,106564,Williams,850,France,Male,36,10,"8588,2666020357",2,1,0,"137782,7106963941",0,"0,4180699782",0,Medium Risk
8403,109920,Williams,436,Germany,Female,32,6,"13367,4692525732",3,0,1,"136232,6850738185",0,"0,0857067553",0,Low Risk
8404,102024,Miller,735,France,Male,33,3,"4050,5596128399",4,0,1,"121502,1475395789",0,"0,0557416378",0,Low Risk
8405,100329,Smith,684,Germany,Female,27,8,"379186,8742702640",3,0,0,"193095,7362592180",0,"0,0612145892",0,Low Risk
8406,102486,Davis,601,France,Female,49,8,"27174,2043933273",3,1,1,"90217,2732818690",0,"0,6446115051",1,High Risk
8407,101155,Williams,559,France,Male,46,5,"211628,2332739282",1,0,0,"175113,9018290855",1,"0,7651863580",1,High Risk
8408,104477,Miller,822,Germany,Female,28,9,"153403,4763300530",1,1,1,"22124,2353642143",0,"0,0689268762",0,Low Risk
8409,102185,Brown,850,France,Male,52,4,"122378,4181721825",1,1,1,"88758,5804067226",1,"0,8215758887",1,High Risk
8410,107086,Davis,620,Spain,Female,43,6,"107269,8840674373",3,0,1,"25323,1963339934",0,"0,3191456150",0,Medium Risk
8411,102317,Smith,606,Spain,Male,24,4,"69038,7737242458",1,1,1,"123514,3047561059",0,"0,0247321713",0,Low Risk
8412,103621,Smith,762,France,Male,23,8,"82972,0771624065",1,1,1,"123189,9124467791",0,"0,0201401916",0,Low Risk
8413,104491,Smith,625,Spain,Female,25,8,"221327,8101849467",1,1,0,"76905,4505180280",0,"0,0784847487",0,Low Risk
8414,102511,Jones,708,France,Male,52,6,"150294,0322495350",2,1,1,"182302,4318883061",0,"0,7725814018",1,High Risk
8415,107842,Miller,705,Germany,Male,61,3,"26243,9983414472",4,0,1,"42193,0903623006",1,"0,9236513605",1,High Risk
8416,108641,Davis,653,France,Male,18,0,"11007,2474868221",2,1,1,"99054,6798045922",0,"0,0052588227",0,Low Risk
8417,109546,Johnson,666,Spain,Female,21,3,"34776,4853522735",3,1,0,"122754,6309731241",0,"0,0203284219",0,Low Risk
8418,107848,Jones,686,France,Male,58,2,"14217,0453544795",3,1,0,"48933,5307355532",0,"0,9573160626",1,High Risk
8419,105404,Jones,541,Spain,Female,34,0,"308922,6252660277",1,1,0,"165948,1626343916",0,"0,3348252078",0,Medium Risk
8420,105393,Jones,582,Spain,Female,54,9,"48245,4081975283",4,0,0,"97419,9868232599",1,"0,8906632571",1,High Risk
8421,101293,Johnson,672,France,Male,40,3,"19022,6983067463",2,1,0,"110149,9196653442",0,"0,5943720218",1,Medium Risk
8422,102465,Jones,604,France,Female,43,6,"97383,4991083236",4,0,1,"88158,4445838757",0,"0,2419685847",0,Low Risk
8423,103175,Williams,850,Spain,Female,55,1,"50788,0951939501",3,1,0,"125766,6113682498",0,"0,9284450019",1,High Risk
8424,107849,Smith,663,France,Male,38,6,"24585,2691832582",3,0,0,"164945,5623834503",0,"0,3740350908",0,Medium Risk
8425,109425,Davis,476,Spain,Female,26,5,"5940,1211228339",1,1,1,"74740,2155986519",0,"0,0388858382",0,Low Risk
8426,109629,Davis,368,Spain,Female,47,8,"9702,6260894063",2,1,1,"68927,2491535056",0,"0,6488203124",1,High Risk
8427,108444,Smith,732,Germany,Female,32,10,"82854,9228705930",2,1,1,"183391,9872133170",0,"0,1359820990",0,Low Risk
8428,108210,Miller,664,Germany,Male,73,1,"138767,9844517114",4,0,1,"199854,0971318663",1,"0,9903132465",1,High Risk
8429,102759,Brown,794,France,Female,36,5,"260078,6646499401",4,0,1,"54503,0668111396",0,"0,0928822096",0,Low Risk
8430,105255,Garcia,585,Spain,Male,46,10,"88052,3151396960",3,1,1,"52475,4707146608",0,"0,5053160631",1,Medium Risk
8431,108414,Williams,637,France,Male,52,5,"105760,6565608317",1,1,0,"39465,1413990415",1,"0,9283074985",1,High Risk
8432,100002,Johnson,677,France,Male,57,5,"27705,3510855710",3,1,1,"66740,3622209375",1,"0,8770009842",1,High Risk
8433,108130,Garcia,634,France,Male,56,2,"32070,5606835742",4,0,0,"105101,9899452638",1,"0,8984057257",1,High Risk
8434,101259,Smith,626,Spain,Female,56,5,"54053,6499377641",1,1,0,"12493,8659449255",1,"0,9709483639",1,High Risk
8435,108190,Jones,722,France,Male,37,8,"203053,6933099822",4,1,1,"56985,8612318143",0,"0,1260560397",0,Low Risk
8436,104323,Davis,566,Spain,Female,50,10,"57154,8543711296",2,1,0,"173339,0665739518",1,"0,8909152151",1,High Risk
8437,105773,Miller,703,France,Female,18,2,"27395,6054816258",4,1,1,"34916,6154719754",0,"0,0030120630",0,Low Risk
8438,102568,Miller,832,France,Male,48,1,"251946,8328080954",3,0,0,"169462,3966228357",1,"0,7132661698",1,High Risk
8439,101885,Brown,815,Germany,Male,49,7,"53006,8973501584",1,1,1,"117088,7882183395",1,"0,8079187191",1,High Risk
8440,107060,Brown,469,France,Female,51,2,"8284,9457532175",1,1,1,"61555,8774815875",1,"0,7994114584",1,High Risk
8441,107844,Smith,601,France,Male,52,4,"78850,2546040973",1,1,1,"97504,0441617660",1,"0,8260884840",1,High Risk
8442,106111,Williams,679,Spain,Male,52,4,"98466,4947496428",3,1,0,"43776,2716119851",1,"0,8803286951",1,High Risk
8443,109491,Miller,777,France,Male,33,1,"310966,4355034655",3,0,0,"123878,9884648668",0,"0,1582504294",0,Low Risk
8444,102338,Garcia,670,France,Female,35,1,"164298,7827233749",3,0,1,"26979,5128402910",1,"0,0991917514",0,Low Risk
8445,109268,Brown,777,France,Female,49,5,"10659,8090966143",2,1,1,"126706,7054125258",1,"0,7104828173",1,High Risk
8446,103758,Davis,583,Germany,Female,18,1,"71728,6240133108",1,1,0,"101082,9968720254",0,"0,0273316947",0,Low Risk
8447,104810,Davis,682,Spain,Female,18,5,"56936,2347436135",1,1,1,"11793,9635531446",0,"0,0084078789",0,Low Risk
8448,109139,Smith,685,France,Male,30,6,"49995,7635385627",1,1,0,"186620,1139199919",0,"0,1838781165",0,Low Risk
8449,106791,Williams,781,France,Female,32,3,"15060,5682465415",1,1,0,"17163,4220074070",0,"0,3167013441",0,Medium Risk
8450,107171,Smith,740,France,Female,43,9,"47054,4009694372",2,0,1,"172076,2167152764",0,"0,4006303966",0,Medium Risk
8451,102731,Smith,719,France,Female,70,3,"63504,7585879932",1,0,1,"59635,6155630072",1,"0,9933507811",1,High Risk
8452,100869,Williams,734,Germany,Female,32,2,"24701,7791706467",2,1,0,"196613,7681321351",0,"0,2851952077",0,Low Risk
8453,105166,Williams,529,France,Female,46,0,"85768,1644302989",4,0,1,"199938,4508702372",0,"0,3181486554",0,Medium Risk
8454,100093,Williams,632,Spain,Male,18,3,"25010,5829958655",3,1,0,"55542,2272565687",0,"0,0109754515",0,Low Risk
8455,102987,Davis,549,Spain,Female,32,2,"12933,2511622699",3,0,1,"59083,7668771588",0,"0,0652460849",0,Low Risk
8456,109967,Davis,584,Spain,Male,49,7,"413424,1369450145",1,1,1,"171364,5238473222",0,"0,7308335722",1,High Risk
8457,108627,Smith,632,France,Female,33,4,"116603,8188561616",3,1,1,"38072,1492202871",0,"0,0864421158",0,Low Risk
8458,104947,Brown,424,Germany,Female,30,6,"90336,9818040741",1,0,1,"12217,4498549112",0,"0,0845003119",0,Low Risk
8459,106651,Johnson,636,Spain,Male,18,2,"39675,8832304939",2,1,1,"130261,5957762147",0,"0,0054594862",0,Low Risk
8460,106979,Johnson,571,France,Female,27,2,"23362,3348939247",3,1,1,"62813,0554099368",0,"0,0213055332",0,Low Risk
8461,106794,Smith,544,Spain,Male,56,10,"14098,3144407740",3,1,1,"81068,2544324775",1,"0,8614559665",1,High Risk
8462,106524,Smith,659,Spain,Female,32,5,"6467,0739723064",2,0,1,"95896,4184747529",0,"0,0974398650",0,Low Risk
8463,103144,Brown,611,France,Male,40,9,"120301,5387680309",2,1,0,"61668,6277597617",0,"0,5974369106",1,Medium Risk
8464,103587,Williams,684,France,Female,27,3,"32324,3688343546",4,1,0,"33945,6086172533",0,"0,0472994544",0,Low Risk
8465,100076,Smith,585,France,Male,34,7,"38290,9440457184",2,0,0,"144939,6695055178",0,"0,2850552916",0,Low Risk
8466,109007,Miller,632,France,Female,56,2,"17553,3058032377",1,1,1,"104455,2597332348",1,"0,9154205999",1,High Risk
8467,108959,Davis,850,Spain,Male,32,4,"12461,5685972420",1,0,1,"156411,1689267404",0,"0,1224520270",0,Low Risk
8468,106553,Jones,712,Spain,Female,28,0,"68318,6592273821",3,0,0,"182432,5970400361",0,"0,0670186626",0,Low Risk
8469,108297,Williams,565,Spain,Female,57,0,"130017,0785015112",3,0,1,"54195,1702744180",1,"0,8391981546",1,High Risk
8470,106694,Miller,773,France,Male,38,7,"470304,7424691551",2,0,1,"180190,6978352035",0,"0,2014183228",0,Low Risk
8471,102873,Davis,804,Spain,Male,34,6,"41475,4144507524",1,1,1,"191811,2225617098",0,"0,1959730317",0,Low Risk
8472,103346,Smith,709,Spain,Male,41,0,"109016,4133607962",2,0,0,"67662,2490883642",0,"0,5135627707",1,Medium Risk
8473,107024,Jones,571,Spain,Male,54,5,"12337,2990795484",2,1,1,"172543,9247979276",1,"0,8343495234",1,High Risk
8474,103148,Miller,753,Spain,Female,40,1,"81120,2419758980",1,1,0,"62960,3334619477",1,"0,6886075411",1,High Risk
8475,109657,Garcia,592,France,Male,28,0,"72998,2209611288",3,0,1,"169292,3173611932",0,"0,0221315006",0,Low Risk
8476,100244,Brown,785,France,Male,40,9,"3258,2882309224",3,1,1,"182505,5430363140",0,"0,2948017996",0,Low Risk
8477,102625,Davis,625,France,Female,18,4,"65968,6174953886",3,1,0,"193935,6989967037",0,"0,0103427075",0,Low Risk
8478,103849,Jones,622,France,Male,25,4,"68405,5485116323",3,1,0,"119656,5767100850",0,"0,0389210824",0,Low Risk
8479,109597,Smith,702,Germany,Male,44,1,"46524,5712428401",4,0,0,"114649,3229631246",0,"0,5563824799",1,Medium Risk
8480,109173,Johnson,791,France,Male,39,4,"85225,2012318206",4,1,1,"30684,3828127014",0,"0,1799092418",0,Low Risk
8481,107737,Miller,850,France,Female,44,6,"4663,6274081691",3,0,0,"113220,6000410089",0,"0,6098412942",1,High Risk
8482,108333,Smith,652,France,Male,45,3,"186076,4565565167",1,0,1,"169700,4740099176",0,"0,5071747117",1,Medium Risk
8483,100892,Johnson,609,Spain,Female,51,1,"73503,7489923615",1,1,1,"13302,8788035912",0,"0,8059052989",1,High Risk
8484,105487,Brown,567,France,Female,40,4,"3267,7551689555",2,0,0,"182795,8700745818",1,"0,5439563496",1,Medium Risk
8485,107251,Brown,501,France,Female,54,10,"412077,2798148987",4,1,1,"120141,6159524134",1,"0,7042090689",1,High Risk
8486,107310,Williams,549,France,Female,45,5,"48086,6558477801",3,1,0,"132618,9155284669",0,"0,6537222767",1,High Risk
8487,102399,Miller,673,France,Female,46,7,"432208,2185800229",3,1,1,"149102,1651546946",0,"0,4403746753",0,Medium Risk
8488,104640,Williams,755,Germany,Female,26,8,"19885,6090763539",1,1,0,"186512,2113773729",0,"0,1301312148",0,Low Risk
8489,102960,Johnson,559,Germany,Male,28,10,"3043,0524166503",2,0,0,"142403,9506762478",0,"0,1055889261",0,Low Risk
8490,107325,Johnson,728,France,Male,31,9,"124961,1384215434",1,1,1,"94465,0021570546",0,"0,1118987669",0,Low Risk
8491,101469,Brown,563,Spain,Male,67,7,"290818,5101974520",4,1,1,"173377,2056753787",1,"0,9670055284",1,High Risk
8492,103374,Jones,575,France,Female,59,6,"8076,7441361624",1,1,1,"190734,5290331977",1,"0,9501520440",1,High Risk
8493,108847,Johnson,543,Spain,Male,25,8,"133001,3488912680",3,1,0,"128623,5009575559",0,"0,0378909341",0,Low Risk
8494,108234,Johnson,783,Spain,Female,38,8,"7171,6843182404",1,1,1,"155718,1160941859",0,"0,3827268292",0,Medium Risk
8495,107923,Miller,810,Spain,Female,27,5,"157943,1233230451",1,1,1,"115666,1597007789",0,"0,0457925073",0,Low Risk
8496,105122,Jones,577,France,Male,27,2,"87051,7403938821",3,1,1,"32504,5941103605",0,"0,0190807863",0,Low Risk
8497,109852,Williams,569,France,Male,54,10,"152245,0209722755",4,1,1,"126684,2197865176",0,"0,7156945491",1,High Risk
8498,105387,Williams,712,France,Male,18,7,"46439,2715400516",4,1,0,"118934,1837264712",0,"0,0073125259",0,Low Risk
8499,107631,Johnson,822,France,Male,46,2,"235793,2440737324",4,1,1,"105845,4313142450",0,"0,3452800836",0,Medium Risk
