RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
8678,105494,Johnson,650,France,Female,34,3,304642.15526511695,3,1,1,99286.4905204949,0
8679,109491,Garcia,670,Germany,Female,36,6,328835.7215289779,3,1,1,117135.86320921431,0
8680,103406,Miller,610,France,Male,32,8,238525.15315493773,1,1,0,84953.39925938507,0
8681,105150,Williams,784,France,Female,50,9,162081.49441701785,3,1,0,44547.15638358905,1
8682,109350,Davis,602,France,Female,43,3,60450.84575702246,3,1,1,185809.1702292283,0
8683,103129,Jones,749,Germany,Female,42,6,9238.236797443338,1,1,0,51500.576685520246,0
8684,100104,Miller,832,France,Female,30,9,99590.65022127413,2,0,1,113685.7442422298,0
8685,107433,Brown,687,Spain,Male,68,5,51420.49533561272,2,1,0,150458.39015366248,1
8686,107689,Garcia,545,France,Male,36,9,116172.7618318816,2,0,1,166743.4118885627,0
8687,103567,Davis,668,France,Female,56,8,24946.83490710087,3,1,1,78581.17728721417,0
8688,104348,Miller,593,France,Female,23,7,144702.12288670414,2,1,1,135533.10411229025,0
8689,104390,Garcia,739,Germany,Female,47,1,18712.349795705875,4,1,0,95079.66621043041,1
8690,106811,Miller,670,France,Female,29,2,165325.69407353803,3,0,0,166404.66946428927,0
8691,101181,Johnson,638,France,Male,47,5,242710.95605420103,2,1,0,135397.10939545126,1
8692,104644,Jones,549,Germany,Male,26,4,230567.82228872986,3,1,1,20387.856562649147,0
8693,105873,Garcia,463,France,Male,21,1,42556.45578592064,4,1,1,126505.1603439276,0
8694,104394,Jones,568,Germany,Female,24,1,49398.72971228383,1,1,1,143924.9213407777,0
8695,103534,Garcia,715,France,Male,18,4,182080.844434033,3,1,1,182776.49354985292,0
8696,105844,Johnson,768,Germany,Female,28,4,117816.78319071418,1,1,1,21129.46478362012,0
8697,105939,Brown,618,Spain,Female,51,0,74798.23009973214,4,0,1,124068.11704059967,0
8698,106475,Davis,555,France,Male,27,9,323341.57679212413,1,1,1,105923.9088507965,0
8699,101774,Johnson,668,France,Female,29,10,72621.60465715511,4,1,0,132373.36983872953,0
8700,108283,Garcia,718,Spain,Male,43,2,27947.214106827174,1,0,0,155773.5256081531,0
8701,100446,Jones,727,Germany,Male,18,8,113914.03697501676,4,1,1,36893.22169782097,0
8702,100108,Smith,669,France,Female,49,9,71792.24151363064,2,1,0,113683.52312529145,0
8703,103239,Johnson,850,Germany,Male,37,2,22807.163229010344,2,1,0,109669.27098894179,0
8704,105931,Jones,776,France,Female,45,5,16538.28420396628,2,1,1,108634.49579100231,1
8705,104053,Miller,527,Spain,Female,37,5,43860.99765494554,1,0,1,89459.64750446875,1
8706,104537,Miller,503,Germany,Male,34,1,352813.691952387,1,1,0,171648.64757437067,0
8707,106361,Johnson,536,Germany,Male,52,6,15754.780322015133,4,1,1,23509.1723862427,0
8708,101245,Garcia,766,Spain,Male,38,8,63756.96542741478,4,1,0,84088.37849188359,0
8709,102720,Miller,479,Germany,Male,48,8,39590.190079919674,3,1,0,123074.29306582223,1
8710,108469,Jones,695,Germany,Male,54,7,286506.3460295317,3,1,0,182830.96159292237,1
8711,107741,Davis,632,Spain,Female,21,4,47399.997512251255,1,1,1,130305.69733969808,0
8712,105105,Brown,525,France,Female,28,7,25651.406363264236,1,0,1,36290.03827863063,0
8713,102922,Jones,674,France,Male,26,8,65050.88206057042,2,1,1,139883.3791507256,0
8714,102513,Miller,632,France,Male,33,0,16686.51730174244,2,1,1,75550.57046373602,0
8715,109030,Miller,730,Spain,Male,41,0,47713.2101748308,3,1,1,122188.54382493864,0
8716,102801,Williams,487,Germany,Female,25,10,131849.723695863,4,0,1,119178.08980283745,0
8717,106981,Smith,560,France,Female,26,4,91464.55081674544,4,1,1,44056.49206262615,0
8718,108221,Garcia,562,France,Female,33,6,1100.5866435894259,4,1,0,165865.27209963909,1
8719,106502,Jones,716,France,Male,52,8,68899.07899132707,1,1,1,113336.70285201496,1
8720,106038,Miller,626,France,Female,31,8,167742.04757339312,2,1,1,84381.76156255393,0
8721,106229,Garcia,768,Spain,Male,40,2,82736.36912050941,4,1,0,50372.00518364402,0
8722,109449,Johnson,610,Germany,Male,34,0,63563.16140463769,2,0,0,184172.24511833143,0
8723,100364,Johnson,672,Spain,Male,37,2,53627.242564183354,4,1,1,57186.172302108585,0
8724,101800,Jones,798,France,Female,29,7,76928.21134571724,3,1,1,187724.56418037307,0
8725,105958,Williams,472,Germany,Female,18,6,7685.328180996133,2,1,1,113591.84606001464,0
8726,109096,Miller,652,France,Male,29,4,160777.66486284803,3,1,0,106318.47162554969,0
8727,107436,Jones,646,Spain,Male,42,10,194174.90465191024,2,1,1,100469.38410786494,0
8728,104793,Brown,571,Spain,Male,39,9,89727.67920539892,4,1,1,177695.11408309883,0
8729,108160,Williams,633,Spain,Female,49,8,386302.63790105795,4,1,0,164944.40280602494,1
8730,100179,Miller,681,Germany,Female,18,3,81018.62514856129,4,0,1,138996.0609191258,0
8731,103873,Miller,575,France,Male,44,5,2754.0518386877943,4,0,1,110275.17382531038,0
8732,103960,Garcia,655,Germany,Male,30,4,62334.89832053983,4,0,1,135320.82440552372,0
8733,101186,Jones,548,France,Male,27,5,51063.145933803746,4,0,0,57401.68518260785,0
8734,100773,Miller,629,France,Male,46,3,21578.690106540285,4,1,0,105193.30761633777,1
8735,104460,Garcia,742,France,Female,50,2,76452.96505243325,1,0,1,38102.13975381122,1
8736,100352,Miller,747,France,Female,56,4,60657.700243267864,2,0,0,35752.898239643015,1
8737,106943,Smith,767,Germany,Female,47,4,18772.56875235508,3,0,0,145100.69700664963,0
8738,105202,Williams,639,France,Male,37,10,70542.42135651145,1,1,0,189245.13330730522,0
8739,105344,Jones,617,France,Female,18,1,179835.35337691673,2,0,0,162785.48881409477,0
8740,104507,Smith,723,France,Female,57,9,71183.17363405816,3,1,1,188492.46645435813,0
8741,104830,Jones,766,Germany,Female,42,3,24516.144153388308,2,1,1,53383.942489055604,0
8742,100117,Brown,658,Germany,Male,25,2,115800.77211344399,3,1,0,60881.97897352536,0
8743,100481,Johnson,801,France,Female,42,6,203867.60922760988,3,1,1,91445.09249660076,0
8744,104287,Davis,721,Spain,Female,18,4,42332.08214751959,3,1,1,83773.79359986729,0
8745,106802,Garcia,592,Germany,Male,59,5,7371.79528125162,2,1,1,67744.09551443947,1
8746,108298,Jones,605,France,Male,33,10,246325.4410791941,2,0,1,66669.85853124101,0
8747,104477,Williams,645,Germany,Male,22,6,114639.38040154056,3,0,0,183611.58016082688,0
8748,106533,Jones,492,Germany,Male,58,1,476055.6398789836,3,1,1,45664.64316255117,1
8749,100243,Jones,594,France,Female,19,9,118594.90347911317,4,1,1,176326.172873574,0
8750,107012,Jones,764,Germany,Male,38,3,13263.133789585494,3,1,1,107657.85601844946,0
8751,100865,Davis,784,Germany,Female,41,5,56765.11180727021,4,1,0,186221.01436004104,0
8752,109753,Miller,678,France,Male,19,2,4380.887365874897,4,1,0,14945.240357108276,0
8753,105329,Jones,695,Germany,Male,32,5,41778.20851289833,4,0,1,53405.51103122595,0
8754,100603,Miller,619,Germany,Female,18,9,153848.2211261805,3,1,1,105579.39770684174,0
8755,105756,Williams,585,France,Male,32,0,81109.48511512887,3,1,1,38236.87987648816,0
8756,104018,Williams,707,Spain,Male,18,7,61422.69650247867,3,1,1,52094.89822127742,0
8757,105192,Jones,606,France,Female,52,9,188284.1679375064,3,1,1,100930.36403554688,0
8758,102015,Miller,819,France,Female,29,4,19492.53691523651,4,1,0,156232.4965637943,0
8759,109850,Johnson,690,Germany,Male,20,10,77354.10084349827,3,0,0,159538.69766602715,0
8760,103380,Jones,694,Germany,Male,42,0,104237.15131162363,4,1,0,127562.18340037475,0
8761,103770,Garcia,544,France,Male,18,9,260052.9892666155,4,0,0,182849.20298077853,0
8762,105829,Garcia,418,Spain,Female,27,9,17871.876665956926,4,1,1,130168.671229299,0
8763,101613,Williams,694,Spain,Female,49,10,122651.5318187448,2,0,0,16068.917072341017,0
8764,101879,Davis,600,Spain,Male,18,0,4690.4490634112535,1,1,0,109173.80694914791,0
8765,105372,Garcia,748,France,Female,34,10,83762.38074782913,4,0,0,193885.5438497686,0
8766,104108,Garcia,558,Spain,Female,26,9,103560.51924672154,4,0,0,135203.8622798496,0
8767,109291,Brown,596,Spain,Male,18,2,183209.960281102,1,1,1,141285.698917596,0
8768,109266,Jones,761,Spain,Male,21,5,39131.38565568659,2,1,0,33083.75066705313,0
8769,108978,Jones,693,Spain,Male,28,1,119301.11357800239,3,1,1,79351.36612927381,0
8770,100148,Jones,549,France,Male,42,7,9727.692426123867,2,1,0,171047.08261945832,0
8771,101754,Jones,653,France,Female,59,10,25174.177950173536,3,1,1,32367.28377278689,1
8772,107378,Smith,840,France,Male,38,9,148497.8250183133,1,1,0,169702.2904187777,0
8773,106681,Jones,664,France,Male,40,6,223168.78373963133,2,1,1,119565.90947691134,1
8774,103756,Davis,635,Spain,Female,50,10,1638.2425782952948,1,1,0,85789.11209714453,1
8775,109371,Miller,739,Germany,Female,45,1,18203.4618608084,2,1,1,186841.2720512217,0
8776,109116,Williams,685,Spain,Female,28,0,23592.73931129356,2,0,0,17128.523192829904,0
8777,105392,Miller,794,France,Female,30,6,73269.57796491029,1,0,1,186196.03788830535,0
8778,109795,Davis,725,France,Female,47,6,16744.67107440299,1,1,1,177083.6837613419,0
8779,103052,Williams,740,France,Female,46,2,373236.5151572007,1,1,1,197513.93113661613,0
8780,105692,Smith,799,Germany,Female,42,9,49079.77180325266,3,1,0,90097.09797945835,1
8781,104218,Jones,620,Spain,Male,29,7,15410.46178115452,1,1,0,98379.8047726747,0
8782,104803,Johnson,590,Spain,Male,63,7,148825.45928136958,4,1,0,144468.68481967042,1
8783,102377,Miller,515,France,Female,26,4,82510.59953896042,4,0,1,32353.308523215546,0
8784,105086,Jones,628,Spain,Male,37,6,245459.96237783387,1,1,1,57473.80525454073,0
8785,103182,Williams,519,France,Female,60,2,274258.91865150444,1,1,0,94858.73416815592,1
8786,103160,Miller,686,Germany,Male,40,5,193715.51246582626,2,0,0,146804.81873818964,0
8787,106576,Brown,588,France,Female,38,2,83089.44950126507,4,1,1,105119.10930088302,0
8788,108903,Garcia,746,France,Female,43,10,25180.121338146284,3,1,1,54834.080610596844,0
8789,102586,Brown,727,Spain,Female,29,8,55963.45767289318,2,0,1,66554.1099384858,0
8790,102648,Johnson,611,Spain,Female,37,6,65883.69230639054,3,0,1,152827.10835225042,0
8791,107313,Jones,747,France,Female,50,0,371007.0691516248,1,1,0,163422.50172607042,1
8792,101717,Smith,664,France,Female,53,7,29116.95728222297,2,1,1,93759.67857939308,1
8793,105308,Jones,472,France,Male,62,8,57044.58747284621,4,0,1,48006.64193154699,1
8794,107407,Johnson,551,France,Male,27,9,82632.20272519263,2,0,1,119896.0027133561,0
8795,100870,Johnson,577,Germany,Male,58,1,49616.01953656303,3,0,1,86966.63657291849,1
8796,103574,Garcia,651,Germany,Male,48,0,12853.905814119456,4,1,1,131963.67289548885,1
8797,105827,Johnson,607,France,Male,55,10,221129.83523763265,3,1,0,166998.22878778636,1
8798,107986,Brown,597,France,Male,19,3,161551.80023321693,4,1,1,111070.5959366189,0
8799,108462,Garcia,708,France,Female,27,8,29638.05963727471,1,1,1,181504.7589644355,0
8800,109735,Jones,728,France,Female,42,5,59325.94334026825,1,1,0,81050.12480118837,1
8801,108741,Miller,588,Spain,Male,49,10,132900.07412633393,1,1,0,102168.85384149247,1
8802,105769,Jones,565,Spain,Female,32,9,363327.75555358105,4,1,1,119100.57578240689,0
8803,105733,Smith,776,France,Male,33,7,18333.636051951522,2,1,0,147032.84735453842,0
8804,109904,Johnson,850,France,Male,23,6,101607.34227004307,1,1,1,111201.06973609426,0
8805,103240,Johnson,555,France,Female,31,4,170128.6185681254,4,0,1,164402.58237462063,0
8806,109554,Williams,739,France,Female,33,4,2624.4948577881564,4,0,1,142831.60370872836,0
8807,104893,Garcia,636,France,Male,33,5,166593.76026085517,1,1,1,77531.67427932176,0
8808,109476,Williams,717,Spain,Female,25,5,156018.0341899099,4,1,1,132149.67937532542,0
8809,100886,Garcia,554,Spain,Female,67,4,257023.40885243626,4,1,0,71251.4210082565,1
8810,105854,Brown,524,France,Male,54,7,8820.138395924205,1,1,0,146591.60012243295,1
8811,105318,Garcia,537,France,Male,48,2,13271.712271364644,2,1,1,134699.62855634288,0
8812,102258,Jones,593,France,Male,56,8,73123.01722511386,3,0,1,44990.86571644306,1
8813,104382,Smith,626,France,Male,47,4,205280.09295193446,2,1,0,143569.57956769285,0
8814,101785,Miller,744,Germany,Female,72,8,207553.37479292072,4,1,0,36206.19441808148,1
8815,107727,Garcia,566,Germany,Male,26,4,120418.53452320305,4,1,0,28904.00385881898,0
8816,100295,Garcia,586,France,Female,18,2,59555.23810864808,4,1,1,132691.93488864455,0
8817,102597,Garcia,850,Spain,Female,25,8,26283.876554780756,1,1,0,74398.60278357811,0
8818,100680,Smith,655,Germany,Male,18,1,64374.83549453774,3,0,1,41865.21609305286,0
8819,104890,Johnson,678,France,Female,20,4,24470.4670031688,4,1,1,197622.77341875446,0
8820,104298,Smith,724,France,Male,29,2,148289.20148946685,4,1,1,175485.29390922957,0
8821,100324,Davis,597,France,Female,36,6,54732.90010533668,2,0,1,44906.21880420953,0
8822,107952,Davis,648,Germany,Female,55,3,77514.30207347251,4,1,1,189367.18466035018,1
8823,100986,Davis,617,Germany,Female,64,7,114235.55415393806,4,0,1,125766.0574745512,1
8824,103118,Johnson,641,Spain,Male,43,0,74744.70388087466,1,1,1,109534.96234892664,0
8825,100760,Davis,734,Spain,Female,20,4,140775.42566681484,2,1,0,78813.17904110001,0
8826,107758,Miller,717,Spain,Male,31,7,154207.08090909928,2,1,1,72132.79092487476,0
8827,109228,Jones,421,Germany,Female,34,1,27804.12525469735,4,1,0,30986.72210900205,1
8828,100906,Smith,749,Germany,Male,32,5,35402.144522970666,1,1,0,45763.001506297755,0
8829,105499,Johnson,615,Spain,Female,18,6,6115.353017890179,1,1,1,62281.39361606384,0
8830,100364,Jones,689,France,Female,58,5,9342.65420721345,3,1,1,150295.59405827455,1
8831,107769,Jones,609,France,Female,18,9,176887.9809332784,3,1,0,192448.91818109795,0
8832,103413,Johnson,644,France,Male,31,2,24079.807613846246,4,0,0,99292.04757510152,0
8833,108027,Davis,781,Germany,Female,41,5,179977.26550095264,3,1,0,81490.83268549613,0
8834,107939,Johnson,683,Spain,Male,41,6,426003.77175923734,1,1,1,173445.12276171742,1
8835,109261,Brown,776,France,Female,32,2,27814.33459321884,2,1,1,139841.68986336072,0
8836,103081,Jones,644,Germany,Male,43,9,61687.768550248344,3,1,0,57703.9138544357,1
8837,105448,Johnson,634,France,Female,23,1,77016.08712705702,4,1,1,112978.51585796148,0
8838,103258,Jones,651,Spain,Female,37,2,286152.4622861134,1,1,1,178037.3067708498,0
8839,102107,Davis,523,Germany,Female,19,0,19678.179752846874,3,1,0,135929.83329408037,0
8840,107928,Smith,380,Spain,Male,25,6,180776.875152142,1,1,1,81845.11949318236,0
8841,102933,Miller,571,France,Male,53,3,316491.52610262774,2,1,1,92262.93807107884,1
8842,102829,Williams,752,Spain,Female,35,2,80837.07814220844,1,0,1,180887.51119199893,0
8843,108633,Davis,792,France,Male,36,5,16533.831345661263,4,0,1,144987.23226738343,0
8844,105006,Williams,449,Germany,Male,31,2,40617.2180165147,3,1,1,107679.59328855702,0
8845,101559,Garcia,778,France,Female,28,10,319645.6338777234,1,0,0,139348.98688129906,1
8846,101741,Johnson,590,Spain,Female,39,9,18419.112990550955,2,0,0,140722.01868338927,1
8847,105830,Johnson,507,Spain,Female,72,2,66871.36338016922,3,1,0,118473.14492060835,1
8848,107523,Davis,755,Spain,Female,18,8,21054.765007060418,3,1,0,129818.93367110727,0
8849,100625,Jones,599,Germany,Male,24,1,234471.27996303275,4,1,1,78103.49180588793,0
8850,101690,Davis,850,France,Male,24,4,89266.19310056647,2,1,0,77461.7133719263,0
8851,108282,Garcia,582,France,Female,18,9,256846.99822338857,1,1,1,75482.07969068813,0
8852,106310,Davis,622,France,Male,37,9,292192.6962145345,2,1,1,18868.787279201213,0
8853,103006,Johnson,552,France,Male,35,1,67132.42850775633,2,1,1,167617.9785193923,0
8854,104302,Davis,664,Spain,Male,29,5,276625.00823439745,2,1,0,41251.99311626898,0
8855,101088,Jones,729,Spain,Female,48,3,70.84569967150219,1,1,1,29328.250181671578,0
8856,106007,Johnson,476,Spain,Female,32,6,21332.445642721214,3,1,1,91253.57520402454,0
8857,104611,Jones,715,France,Female,36,0,132425.2987035342,2,1,1,101895.13765945093,0
8858,109372,Davis,609,Germany,Female,41,7,74757.84759108242,1,1,0,61165.76737246446,1
8859,107928,Johnson,563,Germany,Female,33,1,470520.70839768316,3,1,0,191805.81145394975,0
8860,104490,Brown,509,Germany,Male,64,3,153378.77512993643,4,1,1,42975.19848437165,1
8861,108378,Miller,747,France,Female,33,10,109101.67724325013,1,0,1,119682.01184427759,0
8862,101597,Jones,678,Spain,Female,48,6,243233.70285775646,2,0,1,126636.23357780745,0
8863,103747,Miller,591,France,Male,37,7,41128.3512252955,2,0,0,135076.97256349697,0
8864,102670,Brown,727,France,Female,38,8,18341.679221367718,1,1,1,161155.58821220492,0
8865,108431,Brown,702,Spain,Male,52,4,79203.94604593205,1,1,0,174564.8203844296,1
8866,102580,Brown,736,Spain,Male,34,8,27243.101443194017,2,1,0,66535.55104973222,0
8867,107432,Brown,814,Spain,Female,38,8,26446.797960006006,1,0,1,197359.27340353664,0
8868,108330,Smith,671,France,Male,42,2,36571.68248846505,2,0,0,89568.8992002863,1
8869,102506,Miller,843,France,Male,30,6,112435.70624142182,1,1,1,159323.96104444368,0
8870,104725,Davis,792,France,Male,46,7,2387.2827419978385,4,0,1,19293.35857453216,0
8871,104300,Garcia,728,Spain,Female,61,0,189704.30047508754,3,1,1,152020.62404066641,1
8872,109941,Davis,480,France,Male,26,10,94687.04552897143,4,1,0,168047.71774295386,0
8873,108759,Davis,660,Spain,Male,29,9,36305.860213758104,1,1,0,31994.009417695426,1
8874,107002,Miller,674,Spain,Male,23,4,12002.815868059199,4,0,0,69247.18912077798,0
8875,109073,Davis,671,Spain,Male,66,0,156076.47222030518,4,1,0,95940.82218168401,1
8876,106131,Williams,639,France,Male,48,2,57347.01114628227,3,1,0,155515.77738259317,1
8877,108831,Smith,714,France,Female,19,1,57147.11917964731,1,1,0,111372.45312586779,0
8878,104537,Davis,727,Spain,Male,18,1,63531.35580111632,4,1,1,130544.3768781789,0
8879,102335,Johnson,482,Spain,Male,48,3,53434.932484050005,4,1,1,81046.49815616831,0
8880,104321,Davis,785,Spain,Female,73,4,72009.70285761649,1,1,0,175464.0965860707,1
8881,102985,Johnson,502,France,Male,38,10,99601.69140394252,3,1,1,80625.13755017164,0
8882,100559,Garcia,609,Germany,Male,18,0,56389.67815407051,4,0,0,100945.35708303613,0
8883,100713,Williams,561,Germany,Male,18,10,360464.43262161355,2,0,1,94878.66027348765,0
8884,104593,Williams,577,France,Female,33,5,50682.829557493744,3,1,0,159596.95143011655,0
8885,103988,Williams,758,Germany,Female,18,10,24135.7919804571,1,1,1,166269.76052788898,0
8886,106203,Brown,662,Germany,Female,35,10,391732.7421121514,2,1,1,182253.1486263842,0
8887,100256,Smith,718,France,Male,46,4,35113.33331815251,2,1,0,54896.41903613827,1
8888,108768,Davis,713,France,Male,42,3,96971.4480629349,4,0,1,183228.64951461696,0
8889,100037,Johnson,458,France,Female,45,5,176375.4211913438,4,1,1,66180.7546147413,0
8890,108652,Smith,594,France,Female,42,1,396.25890564580465,1,0,1,177012.11782336063,0
8891,109632,Smith,724,France,Female,49,7,33244.697771373096,4,0,0,173072.79336235416,0
8892,101832,Smith,715,France,Female,35,5,75889.91579216697,3,0,0,97261.37972191648,1
8893,107600,Williams,474,Spain,Female,40,2,60858.901532463504,2,0,1,162014.28789450284,1
8894,105167,Garcia,753,Spain,Male,58,3,7558.315050598632,3,1,0,151624.0100239986,1
8895,100432,Garcia,711,Spain,Male,50,1,59249.921314817366,2,0,1,20057.590306605827,1
8896,104151,Williams,553,France,Male,20,3,11199.3237587784,1,0,1,16517.944425335263,0
8897,106411,Johnson,690,France,Male,26,8,28750.837477246216,2,0,0,28136.539316278624,0
8898,101751,Johnson,627,Spain,Male,19,3,138145.83738919106,4,1,1,190244.2225457674,0
8899,104997,Johnson,699,France,Male,35,7,19671.06148826254,1,1,1,145896.77730511708,0
8900,105720,Davis,469,Germany,Male,18,2,109446.17991910214,1,1,0,89668.98992110982,0
8901,107616,Garcia,614,France,Male,47,4,360933.67051553476,1,1,0,53185.718242437324,1
8902,100256,Davis,768,France,Male,24,1,28366.771226699093,2,1,0,190156.49964786635,0
8903,100671,Garcia,703,Spain,Female,18,8,30049.34346390973,3,0,1,57613.28936694295,0
8904,100489,Smith,729,Spain,Male,71,8,305957.6302360812,4,0,1,114025.10156117062,1
8905,106889,Williams,626,Spain,Male,28,9,109403.98251936863,3,1,0,57397.60284210764,0
8906,102096,Brown,706,Spain,Male,18,6,147012.78882904132,2,1,0,148512.48635557631,0
8907,101682,Smith,633,Germany,Female,30,1,156788.11742108624,3,1,1,44082.22560956302,0
8908,102460,Jones,557,France,Female,62,3,130880.77633404196,3,1,1,123767.85520864824,1
8909,104529,Davis,624,France,Male,18,5,376349.93226243154,3,1,0,133978.03019291128,0
8910,105121,Garcia,795,Germany,Male,53,8,32123.250557744104,1,1,1,193201.14049289117,1
8911,101975,Smith,763,France,Male,18,5,73057.79178501359,2,1,1,125175.97635267557,0
8912,103216,Williams,550,Spain,Male,46,3,109087.7564505202,2,1,0,102968.82049756339,1
8913,109581,Jones,608,Germany,Female,22,0,122847.43070855993,4,1,1,85577.60765334073,0
8914,104515,Miller,557,Germany,Female,39,6,21338.501095327825,4,1,1,31518.005875985855,0
8915,105692,Davis,667,Germany,Male,31,6,208350.83679238337,1,1,0,147609.0214108377,1
8916,109776,Smith,749,France,Female,43,5,168602.1371249991,2,1,1,58153.1514083836,0
8917,104939,Williams,850,Spain,Female,47,2,30675.41537191318,4,0,0,70480.75853354181,1
8918,105563,Williams,507,Spain,Female,46,4,78518.84259699789,4,1,1,13814.214390833467,1
8919,102963,Garcia,735,Germany,Female,28,6,34914.470434045106,1,1,1,135746.61735985053,0
8920,104529,Brown,649,Spain,Male,43,5,45552.89633850386,4,0,1,154558.90873841563,0
8921,106786,Smith,613,France,Female,52,6,76264.55680582562,4,0,1,29359.061614518985,0
8922,106200,Williams,556,Spain,Female,35,4,77540.59767013286,4,1,1,37399.23698294177,0
8923,100976,Davis,827,France,Male,41,0,75941.27194262532,4,1,1,166636.38685748776,0
8924,107345,Johnson,487,Spain,Male,21,9,78583.08353642325,3,1,1,150011.77830296487,0
8925,100045,Williams,601,Spain,Male,43,10,101096.05010140243,1,0,0,34900.03388854564,0
8926,101193,Brown,686,France,Male,29,4,1583.1553163624533,1,1,0,91226.52886112675,0
8927,104512,Williams,695,Spain,Female,35,1,15061.6399371178,3,0,1,70319.3914393398,0
8928,104943,Garcia,774,Spain,Male,38,9,63540.1477139395,4,0,1,42457.60790304342,0
8929,106282,Miller,561,Germany,Female,41,9,123233.96929457129,2,0,1,94172.9924227075,0
8930,100246,Smith,712,Spain,Male,32,1,71185.56152908057,4,1,1,172099.71084831364,0
8931,103219,Garcia,643,Spain,Female,63,3,99139.79790628488,3,1,1,165375.28513281269,1
8932,108983,Smith,654,France,Male,24,5,352997.6006918619,4,1,1,122011.23461165778,0
8933,100636,Jones,604,Spain,Male,18,4,130957.70692346612,1,0,0,117030.44290530834,0
8934,103775,Smith,666,Germany,Female,19,6,281119.0820807457,4,0,1,134923.35727356182,0
8935,102421,Jones,635,Spain,Male,23,9,1918.8419212687977,2,1,1,195342.03657555586,0
8936,109280,Garcia,614,Germany,Male,39,7,59268.40609183015,1,1,0,166700.52021949316,0
8937,104183,Johnson,597,Germany,Male,65,9,43775.430275871535,4,1,1,51767.97085918919,1
8938,100712,Davis,687,Spain,Male,44,0,122255.84187474665,4,0,1,99535.25960153589,0
8939,105845,Brown,516,Germany,Male,34,7,265124.128017844,2,1,0,152226.13853673267,0
8940,105323,Johnson,630,France,Male,28,2,4111.59404791642,4,1,0,171381.43780157148,0
8941,106032,Davis,573,Germany,Male,56,9,5901.235847026681,3,1,0,27509.560417829773,1
8942,103644,Jones,637,Germany,Male,22,9,111729.23800253596,2,0,1,142314.04474609368,0
8943,107773,Williams,638,France,Male,18,1,42473.12903317967,3,1,0,40384.62073181607,0
8944,102108,Williams,736,France,Male,25,1,22692.677201525996,2,0,1,31548.635075084236,0
8945,103614,Johnson,715,France,Female,30,4,309476.60946255934,1,0,1,170510.65626198024,0
8946,109434,Williams,679,France,Female,47,1,1413.8394902076368,2,1,1,159788.00123012468,1
8947,106957,Jones,667,France,Female,50,3,32017.730810790108,2,1,0,152246.94807011873,0
8948,105279,Garcia,630,Germany,Female,46,2,40301.14023248687,3,1,1,16140.248198634361,1
8949,104332,Brown,629,Germany,Male,18,7,152685.3081896093,3,0,1,59976.15439806835,0
8950,103900,Miller,475,France,Female,38,8,82494.53823150981,2,1,1,92806.84077788123,0
8951,107939,Smith,723,France,Male,39,10,39805.28803013743,1,1,1,177391.19354855386,0
8952,106963,Jones,676,Germany,Male,44,5,18603.256060259024,2,1,1,110151.82118088433,0
8953,104568,Davis,770,Germany,Female,18,3,24574.800580092116,4,1,1,105529.9652330633,0
8954,107838,Miller,594,France,Male,32,10,3944.1899057061337,2,1,0,12450.548894130823,0
8955,101845,Jones,776,France,Female,32,10,181317.35936063537,1,1,1,167916.00038558606,0
8956,100382,Smith,630,France,Female,52,1,12464.010511744264,3,1,1,121819.79713275263,0
8957,104112,Smith,592,Spain,Female,39,10,173186.8516571014,4,1,1,81549.07463670023,0
8958,107069,Brown,804,Germany,Female,28,7,14986.55653524443,2,1,0,41823.15546559308,0
8959,103810,Brown,686,France,Male,18,2,236348.11293634717,2,1,1,90587.13560182642,0
8960,101509,Brown,817,France,Female,18,1,113479.13150766284,2,1,1,56558.68609660927,0
8961,107573,Williams,667,Spain,Female,47,3,43391.52010660215,3,0,0,96402.50206940857,0
8962,101578,Davis,730,Germany,Male,18,1,49872.23472429754,1,1,1,69328.60204303732,0
8963,100879,Davis,752,France,Female,18,2,33485.76668402417,4,1,1,19865.98396081428,0
8964,102162,Jones,621,Spain,Male,50,8,23735.663154094476,1,1,0,198568.32062638566,1
8965,109764,Garcia,684,France,Female,48,6,241988.5490089557,1,1,1,95956.56912286837,1
8966,109840,Smith,665,Germany,Female,18,10,20385.66828305545,2,0,1,164863.44744305403,0
8967,107714,Jones,733,France,Male,34,0,19352.22356768707,4,1,1,33460.367195530904,0
8968,101359,Miller,543,France,Male,60,9,44669.95502205227,4,0,0,126277.43783761485,1
8969,104431,Jones,710,Germany,Male,39,4,415528.43263830006,3,1,1,110483.64538877264,0
8970,108148,Davis,742,France,Female,44,4,62533.382648621075,4,1,1,191251.0163330813,0
8971,103960,Brown,581,France,Female,61,8,43904.307748953994,1,1,1,162989.68613153393,1
8972,103811,Brown,561,Spain,Female,66,0,653654.6139591944,2,0,1,89447.12119687076,1
8973,104242,Jones,484,France,Male,39,0,134723.44316139427,2,1,0,161236.3713725428,1
8974,104217,Davis,850,Germany,Male,60,9,289363.26820419356,2,1,0,88459.03502048278,1
8975,100080,Davis,576,France,Female,51,6,28624.713470952105,1,1,1,154927.48681375495,1
8976,102732,Davis,791,Spain,Male,31,6,140322.2241100768,3,1,0,66496.05957754573,0
8977,107833,Brown,629,Spain,Female,44,10,221316.54167746383,3,0,0,81847.79395250365,0
